id,treat,month,post,treatxpost,frq_purchases,qty_purchases,val_purchases
18,1,23,1,1,4,3,135.00924642746045
18,1,24,1,1,1,1,131.6902362695095
18,1,25,1,1,0,3,133.38889461464942
18,1,26,1,1,3,2,133.27038409923486
18,1,27,1,1,1,1,138.26299197324454
18,1,28,1,1,6,5,136.36846568366113
18,1,29,1,1,3,3,135.70660967458392
18,1,30,1,1,0,5,129.24492958190245
18,1,31,1,1,4,5,131.46282299265192
18,1,32,1,1,5,3,135.25497400318068
18,1,33,1,1,2,4,137.9432696540374
18,1,34,1,1,2,1,137.37388133960985
18,1,35,1,1,0,4,136.4707028455983
18,1,36,1,1,1,2,134.2671082672988
19,0,1,0,0,1,3,98.04423126428948
19,0,2,0,0,2,4,99.57562253315164
19,0,3,0,0,1,4,105.87258537066262
19,0,4,0,0,2,5,98.75117386575866
19,0,5,0,0,2,2,100.6029775050708
19,0,6,0,0,3,2,104.66032624582203
19,0,7,0,0,2,1,97.67164204855668
19,0,8,0,0,3,5,104.0902082431705
19,0,9,0,0,5,5,98.57069726434898
19,0,10,0,0,3,2,93.39021791329094
19,0,11,0,0,3,2,116.02917412674245
19,0,12,0,0,0,4,104.03439405400047
19,0,13,0,0,5,4,108.66940425450116
19,0,14,0,0,4,4,93.86606871324645
19,0,15,0,0,3,1,108.66297454113908
19,0,16,0,0,4,3,106.90124752078636
19,0,17,0,0,1,1,110.50780304193859
19,0,18,0,0,1,4,111.34157792469568
19,0,19,1,0,0,2,105.30707100776385
19,0,20,1,0,3,1,105.56659538858271
19,0,21,1,0,1,3,103.59002338703405
19,0,22,1,0,0,3,112.24950854558864
19,0,23,1,0,3,2,112.96096364163186
19,0,24,1,0,4,2,111.06335490796813
19,0,25,1,0,4,4,109.50316753079841
19,0,26,1,0,5,1,107.44998214057037
19,0,27,1,0,2,3,111.35827380147069
19,0,28,1,0,1,2,103.7653266
19,0,29,1,0,0,1,121.64558509275516
19,0,30,1,0,1,5,111.92524780925832
19,0,31,1,0,1,5,119.21429739788616
19,0,32,1,0,2,1,116.56934700154842
19,0,33,1,0,0,3,112.98635992043681
19,0,34,1,0,1,4,110.97653358585944
19,0,35,1,0,1,5,125.99747226335673
19,0,36,1,0,3,2,123.39001686353738
20,0,1,0,0,2,3,110.21334062080751
20,0,2,0,0,1,3,98.57971490336101
20,0,3,0,0,3,3,101.5957745752893
20,0,4,0,0,0,4,103.14850373583927
20,0,5,0,0,2,2,98.09889904588836
20,0,6,0,0,3,5,96.69842854328203
20,0,7,0,0,3,2,102.52160720561524
20,0,8,0,0,4,1,111.39361804733946
20,0,9,0,0,3,5,105.23770455932664
20,0,10,0,0,2,2,105.38494209862446
20,0,11,0,0,3,3,107.57532547467991
20,0,12,0,0,4,3,102.77976992143604
20,0,13,0,0,1,3,113.46272626862978
20,0,14,0,0,1,5,96.75438057
20,0,15,0,0,0,5,106.45500019653134
20,0,16,0,0,3,3,104.79735271746256
20,0,17,0,0,0,2,110.61670974304288
20,0,18,0,0,3,4,119.40382952019594
20,0,19,1,0,1,4,109.17012689554595
20,0,20,1,0,0,1,112.25327777667327
20,0,21,1,0,2,2,102.8972934131505
20,0,22,1,0,3,1,109.83042484677773
20,0,23,1,0,0,1,106.10968925018143
20,0,24,1,0,3,5,108.81664952497144
20,0,25,1,0,2,4,119.97125623128166
20,0,26,1,0,0,2,115.18167594207755
20,0,27,1,0,0,5,115.18035583962835
20,0,28,1,0,1,3,123.7858726681982
20,0,29,1,0,2,4,115.30288674807821
20,0,30,1,0,0,3,115.26653710299381
20,0,31,1,0,3,5,120.65933991267416
20,0,32,1,0,4,2,122.72901633681434
20,0,33,1,0,1,3,107.69316611263348
20,0,34,1,0,0,4,118.49953719183631
20,0,35,1,0,2,3,111.5007014
20,0,36,1,0,1,2,116.5387239227808
21,1,1,0,0,3,5,101.62632058623775
21,1,2,0,0,3,5,104.46361377558429
21,1,3,0,0,3,2,99.51627510502813
21,1,4,0,0,2,3,100.67112151772861
21,1,5,0,0,3,3,108.75477237113425
21,1,6,0,0,4,3,104.13114410292043
21,1,7,0,0,2,2,110.92609620506363
21,1,8,0,0,0,1,102.79150774291755
21,1,9,0,0,3,1,103.51738940286309
21,1,10,0,0,4,1,109.74586853213836
21,1,11,0,0,1,3,110.74353563208282
21,1,12,0,0,3,2,114.27703556544148
21,1,13,0,0,0,3,105.80301399668383
21,1,14,0,0,1,3,110.69826575862336
21,1,15,0,0,0,4,107.86340262164671
21,1,16,0,0,1,2,105.9425342771891
21,1,17,0,0,3,4,99.84399348277537
21,1,18,0,0,3,4,116.47469113726618
21,1,19,1,1,2,2,128.94667315721335
21,1,20,1,1,5,4,125.51678886342395
21,1,21,1,1,2,4,131.76083675237788
21,1,22,1,1,2,2,125.06965384300294
21,1,23,1,1,1,5,139.33898065598237
21,1,24,1,1,1,4,127.70249980099912
21,1,25,1,1,1,4,136.8121670477768
21,1,26,1,1,0,5,134.7025404637101
21,1,27,1,1,2,2,135.90891853930643
21,1,28,1,1,0,1,130.52069289927613
21,1,29,1,1,2,2,138.96476935054383
21,1,30,1,1,2,1,144.14810100858043
21,1,31,1,1,0,3,146.63009442883344
21,1,32,1,1,1,5,136.05462242786777
21,1,33,1,1,3,2,131.73841809630602
21,1,34,1,1,1,3,133.61502430770733
21,1,35,1,1,4,4,135.23447066009643
21,1,36,1,1,2,4,142.47361757323569
22,0,1,0,0,2,5,99.69469248
22,0,2,0,0,2,1,103.02520271718593
22,0,3,0,0,0,2,93.52835753359271
22,0,4,0,0,0,1,110.46783234764146
22,0,5,0,0,1,3,97.14573791
22,0,6,0,0,4,4,112.55709543569861
22,0,7,0,0,0,5,103.56249660953625
22,0,8,0,0,3,4,118.34201527833385
22,0,9,0,0,3,5,96.53928236102836
22,0,10,0,0,1,4,109.37088458619162
22,0,11,0,0,1,4,101.48898857881899
22,0,12,0,0,2,4,104.12311522203456
22,0,13,0,0,3,3,106.13077036417725
22,0,14,0,0,2,3,110.98287753764501
22,0,15,0,0,0,5,101.01245180008885
22,0,16,0,0,3,1,104.21071901997063
22,0,17,0,0,2,1,116.29360606421719
22,0,18,0,0,1,3,103.56463811715244
22,0,19,1,0,0,4,105.52155118502363
22,0,20,1,0,3,1,109.0807655963906
22,0,21,1,0,3,5,116.23555963554118
22,0,22,1,0,5,3,110.82510124942938
22,0,23,1,0,0,4,105.59062937289599
22,0,24,1,0,3,4,114.24736956416153
22,0,25,1,0,1,5,118.69506496007982
22,0,26,1,0,1,3,126.42172871211656
22,0,27,1,0,0,2,109.74648986481851
22,0,28,1,0,1,3,113.77619846193913
22,0,29,1,0,2,3,111.13037826635203
22,0,30,1,0,3,3,107.37361232741966
22,0,31,1,0,3,1,120.55351082293055
22,0,32,1,0,6,2,119.7452197226302
22,0,33,1,0,1,4,119.8946564502964
22,0,34,1,0,3,1,116.31502255278771
22,0,35,1,0,3,5,111.24651968505887
22,0,36,1,0,3,3,118.10971904107666
23,0,1,0,0,1,1,96.95489521184754
23,0,2,0,0,3,2,110.76629568763283
23,0,3,0,0,0,3,102.40882341599881
23,0,4,0,0,1,5,93.45345177396095
23,0,5,0,0,2,2,101.48799005684327
23,0,6,0,0,4,3,103.38476995112772
23,0,7,0,0,1,5,107.90357194003242
23,0,8,0,0,1,3,112.46775395357677
23,0,9,0,0,2,1,111.37010671066562
23,0,10,0,0,1,3,97.28593428965016
23,0,11,0,0,1,2,98.54026879648421
23,0,12,0,0,2,4,100.94479117695094
23,0,13,0,0,4,5,105.9931087
23,0,14,0,0,4,5,104.53613635878531
23,0,15,0,0,2,2,104.12532990604724
23,0,16,0,0,3,1,105.98462005467485
23,0,17,0,0,1,4,106.37105578542601
23,0,18,0,0,3,2,111.35552899931244
23,0,19,1,0,3,4,111.83272655725064
23,0,20,1,0,0,1,116.73112878101374
23,0,21,1,0,0,5,104.0584619126823
23,0,22,1,0,2,2,112.46357741070926
23,0,23,1,0,1,4,110.94245586428528
23,0,24,1,0,2,5,107.97516759573719
23,0,25,1,0,1,3,108.35536193497552
23,0,26,1,0,0,5,109.89149221880557
23,0,27,1,0,5,2,110.92495861822154
23,0,28,1,0,3,4,112.38820724577378
23,0,29,1,0,1,5,118.42495289423078
23,0,30,1,0,1,5,120.58137831877558
23,0,31,1,0,1,4,114.18729838358969
23,0,32,1,0,2,4,113.49317290258024
23,0,33,1,0,1,2,114.74213960699936
23,0,34,1,0,3,5,117.29293568771176
23,0,35,1,0,1,4,111.192905
23,0,36,1,0,0,2,120.53670510946438
24,0,1,0,0,4,1,107.8322786
24,0,2,0,0,3,3,107.3520823029061
24,0,3,0,0,5,2,107.60410649406523
24,0,4,0,0,4,4,97.61613109394078
24,0,5,0,0,0,4,97.67167598238396
24,0,6,0,0,3,1,111.14583182450473
24,0,7,0,0,3,3,100.59108983303973
24,0,8,0,0,1,5,98.13060017795513
24,0,9,0,0,1,3,117.34953517737668
24,0,10,0,0,2,4,98.20894165736902
24,0,11,0,0,2,5,100.28769191534383
24,0,12,0,0,1,5,112.13211082266851
24,0,13,0,0,1,3,101.8581416508889
24,0,14,0,0,2,2,109.83878538543034
24,0,15,0,0,3,1,103.04390749946624
24,0,16,0,0,1,4,107.69079958019658
24,0,17,0,0,3,3,109.63964835004977
24,0,18,0,0,1,1,104.10595394600469
24,0,19,1,0,1,5,105.34022541252774
24,0,20,1,0,2,1,106.80858636735753
24,0,21,1,0,1,4,110.85626874955446
24,0,22,1,0,2,1,104.53246187397951
24,0,23,1,0,1,1,105.93710848994475
24,0,24,1,0,4,5,106.8484676335283
24,0,25,1,0,2,5,110.51243680545069
24,0,26,1,0,0,5,111.42108811779914
24,0,27,1,0,3,4,123.74906047892964
24,0,28,1,0,2,5,114.00341409478742
24,0,29,1,0,4,2,119.52188317381567
24,0,30,1,0,4,3,111.49731585995231
24,0,31,1,0,2,3,124.98883508372988
24,0,32,1,0,5,3,111.26053641365507
24,0,33,1,0,2,1,114.80438860364981
24,0,34,1,0,3,4,118.85030557634478
24,0,35,1,0,5,5,132.1037628294294
24,0,36,1,0,1,3,113.43567841118185
25,0,1,0,0,3,2,95.26822563314812
25,0,2,0,0,0,3,101.1455135416251
25,0,3,0,0,0,1,105.58433984766131
25,0,4,0,0,1,4,99.86865721661788
25,0,5,0,0,3,4,109.87023300073051
25,0,6,0,0,2,1,109.65794016243849
25,0,7,0,0,3,3,106.51547342474417
25,0,8,0,0,1,4,99.74732360626479
25,0,9,0,0,1,4,113.75940945966936
25,0,10,0,0,1,2,103.59466181029318
25,0,11,0,0,0,3,100.10268942616337
25,0,12,0,0,2,3,99.98791899032645
25,0,13,0,0,0,5,111.29359714161998
25,0,14,0,0,1,1,108.70952510632735
25,0,15,0,0,1,5,108.44423178565457
25,0,16,0,0,0,5,99.62907150593048
25,0,17,0,0,2,1,105.14462286546728
25,0,18,0,0,2,5,108.3537737102374
25,0,19,1,0,1,2,111.6572691699738
25,0,20,1,0,4,5,114.39097731876583
25,0,21,1,0,0,1,109.35830832350278
25,0,22,1,0,1,1,114.0990455376515
25,0,23,1,0,3,1,114.97761674482629
25,0,24,1,0,3,4,126.42116138286823
25,0,25,1,0,2,4,112.08009065596913
25,0,26,1,0,1,2,112.74645390067258
25,0,27,1,0,2,5,112.96756058409727
25,0,28,1,0,3,2,111.73103757417958
25,0,29,1,0,3,2,111.75943025887138
25,0,30,1,0,3,5,115.20728560567045
25,0,31,1,0,2,4,121.19454377037208
25,0,32,1,0,1,1,116.55016545023753
25,0,33,1,0,1,4,109.80419132231759
25,0,34,1,0,3,5,117.79871683525373
25,0,35,1,0,4,1,118.81964076752443
25,0,36,1,0,4,2,126.45801082688706
26,1,1,0,0,0,3,101.4053137138554
26,1,2,0,0,2,3,107.51639018658032
26,1,3,0,0,4,4,109.34933218129983
26,1,4,0,0,1,4,102.34318524213857
26,1,5,0,0,2,1,100.80710009630522
26,1,6,0,0,4,5,110.89970053971723
26,1,7,0,0,1,2,110.07075905673892
26,1,8,0,0,1,3,101.7919738828949
26,1,9,0,0,1,1,102.58591405193516
26,1,10,0,0,4,5,104.38135526862582
26,1,11,0,0,1,1,111.48593242311215
26,1,12,0,0,6,4,98.61966454114139
26,1,13,0,0,1,4,99.49045966141881
26,1,14,0,0,1,1,113.60092098599209
26,1,15,0,0,2,1,104.42838427951853
26,1,16,0,0,3,3,104.45105503883232
26,1,17,0,0,0,5,105.87668796466599
26,1,18,0,0,2,2,111.46827423821576
26,1,19,1,1,2,5,127.67247031507367
26,1,20,1,1,1,1,129.2435038988374
26,1,21,1,1,0,1,130.46477507259723
26,1,22,1,1,1,2,129.92195210715988
26,1,23,1,1,3,4,133.09762335391477
26,1,24,1,1,2,1,140.26808634246143
26,1,25,1,1,1,5,145.8898863808494
26,1,26,1,1,1,5,133.32347219548186
26,1,27,1,1,3,1,143.26651627872997
26,1,28,1,1,4,3,133.35632330236038
26,1,29,1,1,4,5,137.0330201375099
26,1,30,1,1,2,2,137.25428433244207
26,1,31,1,1,3,2,130.34921933268203
26,1,32,1,1,1,2,148.00372484729658
26,1,33,1,1,0,4,136.11818400339683
26,1,34,1,1,4,4,135.48851783730655
26,1,35,1,1,3,2,148.8212906396889
26,1,36,1,1,0,5,141.41048113799945
27,0,1,0,0,1,3,105.30152398140736
27,0,2,0,0,4,3,103.31241812033427
27,0,3,0,0,0,4,107.7475245035308
27,0,4,0,0,0,4,95.33611301260176
27,0,5,0,0,1,3,104.30892881130869
27,0,6,0,0,2,3,108.42214788692198
27,0,7,0,0,3,3,97.71575335
27,0,8,0,0,1,5,108.61922092130507
27,0,9,0,0,4,2,107.90592825062056
27,0,10,0,0,2,1,107.51009635498433
27,0,11,0,0,1,2,108.40049420817603
27,0,12,0,0,1,1,108.71728230477054
27,0,13,0,0,1,3,106.88491570703577
27,0,14,0,0,1,4,107.62036362859747
27,0,15,0,0,2,4,123.26028367256042
27,0,16,0,0,2,5,102.38252983380201
27,0,17,0,0,2,4,104.6985452621801
27,0,18,0,0,3,5,118.66229748724777
27,0,19,1,0,1,1,99.11094090071902
27,0,20,1,0,1,3,108.39851097731679
27,0,21,1,0,1,3,122.45383082383862
27,0,22,1,0,4,2,112.88546046871238
27,0,23,1,0,0,2,119.37694737028083
27,0,24,1,0,3,5,112.14395406869241
27,0,25,1,0,2,5,114.39855262117278
27,0,26,1,0,0,3,121.75305375615469
27,0,27,1,0,3,5,111.56772384622037
27,0,28,1,0,0,4,118.53282880341851
27,0,29,1,0,2,2,118.03522947067036
27,0,30,1,0,3,1,128.74322467241944
27,0,31,1,0,0,2,114.63918442860977
27,0,32,1,0,3,5,111.69549445753249
27,0,33,1,0,0,4,116.91594858360757
27,0,34,1,0,5,2,109.39912147220778
27,0,35,1,0,0,4,115.42692125111513
27,0,36,1,0,1,5,122.72003071330745
28,1,1,0,0,1,2,104.24950119711855
28,1,2,0,0,3,3,102.39633919108263
28,1,3,0,0,2,2,96.92859344601679
28,1,4,0,0,3,1,99.12027594288136
28,1,5,0,0,3,1,101.04981280196814
28,1,6,0,0,0,2,101.19183738191421
28,1,7,0,0,0,4,103.89752366183849
28,1,8,0,0,3,2,104.32675298048882
28,1,9,0,0,2,1,105.33518500363178
28,1,10,0,0,1,5,107.08697565366958
28,1,11,0,0,0,3,108.74682342168764
28,1,12,0,0,1,4,110.05601763931337
28,1,13,0,0,2,5,101.47073217625518
28,1,14,0,0,2,2,98.45345152354477
28,1,15,0,0,3,4,104.55922821506125
28,1,16,0,0,1,1,115.09119391453144
28,1,17,0,0,1,3,106.22602641311154
28,1,18,0,0,2,4,103.80096734486558
28,1,19,1,1,1,3,125.82399482618376
28,1,20,1,1,3,1,138.2810412602865
28,1,21,1,1,2,4,132.40654806132392
28,1,22,1,1,5,5,132.55826428002388
28,1,23,1,1,2,4,136.45083119479645
28,1,24,1,1,1,1,130.9143446
28,1,25,1,1,1,4,138.2308913035243
28,1,26,1,1,2,1,132.51006776639653
28,1,27,1,1,4,5,131.0791302437563
28,1,28,1,1,1,3,129.16876840123373
28,1,29,1,1,1,5,135.89174317322335
28,1,30,1,1,0,1,132.45393318700434
28,1,31,1,1,2,3,133.10620714239155
28,1,32,1,1,1,1,137.79737898773564
28,1,33,1,1,2,1,143.46082002610692
28,1,34,1,1,5,4,138.6313489146419
28,1,35,1,1,1,1,142.36387198312508
28,1,36,1,1,1,1,138.58929326123774
29,1,1,0,0,2,5,106.66460547523623
29,1,2,0,0,1,4,102.68496455447202
29,1,3,0,0,1,1,110.6174573464972
29,1,4,0,0,1,2,100.81049624115413
29,1,5,0,0,4,2,103.39327740506457
29,1,6,0,0,4,3,105.17542198983136
29,1,7,0,0,0,4,105.73727771066486
29,1,8,0,0,4,3,102.4604883
29,1,9,0,0,0,3,102.94815608209352
29,1,10,0,0,3,1,101.99425931702008
29,1,11,0,0,3,5,106.38689585457234
29,1,12,0,0,1,3,95.50063383890476
29,1,13,0,0,2,4,104.12700515698111
29,1,14,0,0,1,5,104.65197671759074
29,1,15,0,0,3,3,105.95535677825131
29,1,16,0,0,2,3,100.07858053686678
29,1,17,0,0,3,4,112.29757443743054
29,1,18,0,0,1,1,107.54120683870731
29,1,19,1,1,2,4,122.70712992371263
29,1,20,1,1,3,2,124.60131839362076
29,1,21,1,1,0,3,128.2637020455858
29,1,22,1,1,1,2,137.7479162
29,1,23,1,1,2,2,132.2254032475462
29,1,24,1,1,1,3,128.7110630535221
29,1,25,1,1,1,1,138.53304077431957
29,1,26,1,1,3,5,125.36416071705176
29,1,27,1,1,4,3,126.96315108884518
29,1,28,1,1,1,5,126.01063932752581
29,1,29,1,1,2,3,135.0084269772365
29,1,30,1,1,3,4,135.5282691251303
29,1,31,1,1,2,2,140.73337413640468
29,1,32,1,1,3,1,139.8010674816506
29,1,33,1,1,2,5,141.91960483267803
29,1,34,1,1,0,5,145.0204562673862
29,1,35,1,1,1,4,146.45632532085352
29,1,36,1,1,1,3,138.73675636571622
30,0,1,0,0,1,4,91.45707021412548
30,0,2,0,0,1,1,98.74623945417424
30,0,3,0,0,1,3,92.48016679652662
30,0,4,0,0,3,4,104.40978893623843
30,0,5,0,0,3,2,102.49721852122582
30,0,6,0,0,1,3,100.1595355521163
30,0,7,0,0,0,4,105.4809970019209
30,0,8,0,0,1,3,94.95821783791294
30,0,9,0,0,3,5,119.96320639231341
30,0,10,0,0,3,2,97.67778883293167
30,0,11,0,0,1,4,102.46263856189846
30,0,12,0,0,3,1,103.97819003654989
30,0,13,0,0,5,1,105.30864481096874
30,0,14,0,0,3,3,100.7947893939818
30,0,15,0,0,2,1,111.26162446513719
30,0,16,0,0,2,3,109.79444879973427
30,0,17,0,0,4,4,114.51768290953346
30,0,18,0,0,1,1,110.71616899200038
30,0,19,1,0,2,5,112.36736493472603
30,0,20,1,0,0,3,113.64117914544224
30,0,21,1,0,6,1,112.64566430761147
30,0,22,1,0,2,5,107.4164558554149
30,0,23,1,0,0,4,115.09962253386554
30,0,24,1,0,3,1,105.25006976742503
30,0,25,1,0,1,4,113.50225752170158
30,0,26,1,0,1,1,111.40415042698703
30,0,27,1,0,2,3,113.97867916933282
30,0,28,1,0,1,3,111.03337555185033
30,0,29,1,0,4,2,118.03129018455151
30,0,30,1,0,0,1,112.49974274512724
30,0,31,1,0,0,2,118.63852378740853
30,0,32,1,0,1,3,122.79450757369769
30,0,33,1,0,1,2,108.31612625696494
30,0,34,1,0,1,5,121.71001458468282
30,0,35,1,0,1,3,120.73505182191249
30,0,36,1,0,1,1,117.9800942525315
31,1,1,0,0,1,4,103.10243922387116
31,1,2,0,0,0,5,96.91035995156196
31,1,3,0,0,3,1,99.19583830101618
31,1,4,0,0,2,2,100.13285152491909
31,1,5,0,0,2,2,109.83436645077343
31,1,6,0,0,0,2,105.69640225440338
31,1,7,0,0,2,1,98.70610771906613
31,1,8,0,0,1,2,97.23745655279639
31,1,9,0,0,3,4,104.25397541913316
31,1,10,0,0,1,2,107.44541939075371
31,1,11,0,0,3,4,100.59570781787855
31,1,12,0,0,2,2,106.16557305695866
31,1,13,0,0,1,4,104.89857693616862
31,1,14,0,0,2,5,102.51717411297861
31,1,15,0,0,1,1,109.61439423376666
31,1,16,0,0,1,3,94.12889912007593
31,1,17,0,0,0,3,103.17969745100898
31,1,18,0,0,1,3,112.60848259222789
31,1,19,1,1,2,4,130.92245892947258
31,1,20,1,1,4,5,131.60184282146372
31,1,21,1,1,2,5,133.68584535350752
31,1,22,1,1,2,2,124.3089667224781
31,1,23,1,1,1,4,131.10305787797148
31,1,24,1,1,4,5,130.49767025639647
31,1,25,1,1,1,1,136.5940188786863
31,1,26,1,1,1,1,133.78978801390477
31,1,27,1,1,1,1,140.7605884959128
31,1,28,1,1,0,1,134.0707463248288
31,1,29,1,1,2,1,131.5179429601556
31,1,30,1,1,3,5,133.50409113786282
31,1,31,1,1,3,5,137.52167738815305
31,1,32,1,1,3,1,131.43852518408625
31,1,33,1,1,0,3,136.5011076
31,1,34,1,1,4,2,145.25724915137621
31,1,35,1,1,2,4,132.6133122039064
31,1,36,1,1,0,5,142.1815090033586
32,0,1,0,0,2,1,96.83367453256822
32,0,2,0,0,2,3,97.65098320962069
32,0,3,0,0,1,2,108.70972502900945
32,0,4,0,0,2,5,99.43812879661654
32,0,5,0,0,2,2,110.77377179425271
32,0,6,0,0,1,2,100.06663612847396
32,0,7,0,0,1,5,108.98034953738699
32,0,8,0,0,0,3,106.12660654165055
32,0,9,0,0,1,5,101.10384673403523
32,0,10,0,0,3,1,90.42872005
32,0,11,0,0,0,5,109.47128339081036
32,0,12,0,0,2,2,113.33412208202384
32,0,13,0,0,1,2,117.57772308102382
32,0,14,0,0,2,3,109.78367919417968
32,0,15,0,0,3,3,107.27226521606596
32,0,16,0,0,0,3,104.77287748002723
32,0,17,0,0,1,1,102.32577143165454
32,0,18,0,0,1,3,113.78777359510943
32,0,19,1,0,1,5,108.60673940483902
32,0,20,1,0,1,2,100.76863370324962
32,0,21,1,0,1,3,110.15736377571238
32,0,22,1,0,2,4,109.25067080502103
32,0,23,1,0,2,2,107.50003452652481
32,0,24,1,0,2,3,110.64885840486356
32,0,25,1,0,0,5,118.8754651094085
32,0,26,1,0,2,5,116.95435056101947
32,0,27,1,0,4,3,111.5078192032561
32,0,28,1,0,0,4,120.21656112422585
32,0,29,1,0,1,5,117.5206025299237
32,0,30,1,0,2,1,112.26170947314309
32,0,31,1,0,1,3,117.40680640679227
32,0,32,1,0,1,1,115.49557312226965
32,0,33,1,0,3,5,116.68813161922509
32,0,34,1,0,4,1,115.63249509100018
32,0,35,1,0,1,3,117.05938079496653
32,0,36,1,0,2,1,125.94253647176815
33,0,1,0,0,0,5,100.61051374924928
33,0,2,0,0,0,3,103.7821085272927
33,0,3,0,0,2,2,104.58112889396776
33,0,4,0,0,3,2,102.86743486613544
33,0,5,0,0,1,2,101.32041735343938
33,0,6,0,0,0,2,100.96557377747813
33,0,7,0,0,2,1,96.01371177410678
33,0,8,0,0,3,5,110.40469788333364
33,0,9,0,0,1,5,103.5000855072161
33,0,10,0,0,0,1,99.85416544627033
33,0,11,0,0,2,5,94.42913133413172
33,0,12,0,0,2,1,103.96541507999859
33,0,13,0,0,2,3,104.8043486453605
33,0,14,0,0,5,3,112.83392496601604
33,0,15,0,0,2,3,103.0774846346999
33,0,16,0,0,2,1,105.39702911159773
33,0,17,0,0,1,3,102.51259656947178
33,0,18,0,0,2,5,115.02663366152406
33,0,19,1,0,4,5,109.17251459580137
33,0,20,1,0,3,2,101.98327045170629
33,0,21,1,0,1,4,103.96575071272494
33,0,22,1,0,0,5,109.50589806287171
33,0,23,1,0,1,2,119.36706073762923
33,0,24,1,0,3,2,114.79068361513224
33,0,25,1,0,0,3,105.3666205238983
33,0,26,1,0,4,4,113.67206263951138
33,0,27,1,0,2,4,122.22775355072507
33,0,28,1,0,0,4,118.60659024419077
33,0,29,1,0,3,3,117.92794873149208
33,0,30,1,0,1,2,114.29175706994937
33,0,31,1,0,4,5,115.7361404614908
33,0,32,1,0,3,2,109.60790038821426
33,0,33,1,0,1,4,113.11404881173353
33,0,34,1,0,0,5,119.07775370737116
33,0,35,1,0,2,3,110.44074145839028
33,0,36,1,0,1,2,116.80618640055876
34,1,1,0,0,2,4,101.42272651169674
34,1,2,0,0,1,3,105.92277645482086
34,1,3,0,0,0,2,100.38945019033707
34,1,4,0,0,1,1,100.12673016094176
34,1,5,0,0,0,5,103.10523474940342
34,1,6,0,0,2,5,105.48290835274963
34,1,7,0,0,4,4,103.34822939068175
34,1,8,0,0,3,2,107.97048187479722
34,1,9,0,0,1,4,106.40476417846706
34,1,10,0,0,0,5,102.77526184768915
34,1,11,0,0,3,2,102.90873680569399
34,1,12,0,0,2,3,112.62638045218519
34,1,13,0,0,1,3,114.5225379
34,1,14,0,0,3,2,101.71198899607536
34,1,15,0,0,1,2,112.27968737882182
34,1,16,0,0,3,1,108.69326312736426
34,1,17,0,0,1,2,108.1380118798619
34,1,18,0,0,3,4,114.13071022200982
34,1,19,1,1,1,1,122.53675621108373
34,1,20,1,1,6,5,136.41689582523327
34,1,21,1,1,2,5,138.1446449740687
34,1,22,1,1,0,1,132.82685461107656
34,1,23,1,1,5,2,130.2494577050217
34,1,24,1,1,2,3,129.36725345289616
34,1,25,1,1,2,2,127.18413322130326
34,1,26,1,1,3,4,135.0731644762067
34,1,27,1,1,1,5,128.92130664809739
34,1,28,1,1,2,3,139.69818906007015
34,1,29,1,1,1,2,149.57355854651104
34,1,30,1,1,3,1,138.13297399997947
34,1,31,1,1,2,4,139.05705289732748
34,1,32,1,1,2,4,151.56455100521922
34,1,33,1,1,1,5,141.74241325525296
34,1,34,1,1,3,4,139.4388741054217
34,1,35,1,1,3,4,136.06197632909598
34,1,36,1,1,4,4,145.45468413600864
35,1,1,0,0,3,3,95.34016858
35,1,2,0,0,4,5,98.79870398
35,1,3,0,0,5,2,104.16672779569791
35,1,4,0,0,3,1,97.42396793848289
35,1,5,0,0,4,4,92.12756824491845
35,1,6,0,0,3,5,102.88982567997864
35,1,7,0,0,1,1,108.70877114509881
35,1,8,0,0,0,2,99.78538833879104
35,1,9,0,0,4,2,105.84511134630849
35,1,10,0,0,1,5,106.88815734716455
35,1,11,0,0,5,5,108.54763022604301
35,1,12,0,0,5,4,98.22313133079379
35,1,13,0,0,3,4,106.93215094543771
35,1,14,0,0,3,1,104.87948092207951
35,1,15,0,0,6,5,102.8600312516575
35,1,16,0,0,1,3,111.80732882492218
35,1,17,0,0,4,4,107.15969539253943
35,1,18,0,0,0,3,101.62104551075151
35,1,19,1,1,2,2,122.30542652831923
35,1,20,1,1,2,1,136.66409397178134
35,1,21,1,1,1,4,122.5878601298818
35,1,22,1,1,3,2,135.0841850571549
35,1,23,1,1,0,2,128.24842160068954
35,1,24,1,1,1,3,135.05186849862642
35,1,25,1,1,3,1,135.44250393130596
35,1,26,1,1,3,5,136.33436172537895
35,1,27,1,1,3,5,129.53936786807333
35,1,28,1,1,1,1,137.36982429476151
35,1,29,1,1,0,5,139.13038116819868
35,1,30,1,1,2,5,139.51842820896476
35,1,31,1,1,0,2,135.49523314373397
35,1,32,1,1,1,1,141.53728465334476
35,1,33,1,1,4,2,126.83181479495161
35,1,34,1,1,2,4,140.4837957150958
35,1,35,1,1,0,3,132.35737507160414
35,1,36,1,1,1,4,133.6224607717642
36,1,1,0,0,1,4,95.53978219611433
36,1,2,0,0,1,5,98.23152423432263
36,1,3,0,0,2,1,107.63078183775728
36,1,4,0,0,0,4,98.06534224898057
36,1,5,0,0,4,1,105.8339267233621
36,1,6,0,0,1,2,102.03040729038062
36,1,7,0,0,1,3,99.80453692160765
36,1,8,0,0,3,4,97.57022303854775
36,1,9,0,0,3,1,106.01348997188366
36,1,10,0,0,1,3,106.01339181692596
